,GEOID,BEDROOMS BY GROSS RENT_Estimate!!Total,BEDROOMS BY GROSS RENT_Estimate!!Total!!No bedroom,BEDROOMS BY GROSS RENT_Estimate!!Total!!No bedroom!!With cash rent,BEDROOMS BY GROSS RENT_Estimate!!Total!!No bedroom!!With cash rent!!Less than $300,BEDROOMS BY GROSS RENT_Estimate!!Total!!No bedroom!!With cash rent!!$300 to $499,BEDROOMS BY GROSS RENT_Estimate!!Total!!No bedroom!!With cash rent!!$500 to $749,BEDROOMS BY GROSS RENT_Estimate!!Total!!No bedroom!!With cash rent!!$750 to $999,"BEDROOMS BY GROSS RENT_Estimate!!Total!!No bedroom!!With cash rent!!$1,000 to $1,499","BEDROOMS BY GROSS RENT_Estimate!!Total!!No bedroom!!With cash rent!!$1,500 or more",BEDROOMS BY GROSS RENT_Estimate!!Total!!No bedroom!!No cash rent,BEDROOMS BY GROSS RENT_Estimate!!Total!!1 bedroom,BEDROOMS BY GROSS RENT_Estimate!!Total!!1 bedroom!!With cash rent,BEDROOMS BY GROSS RENT_Estimate!!Total!!1 bedroom!!With cash rent!!Less than $300,BEDROOMS BY GROSS RENT_Estimate!!Total!!1 bedroom!!With cash rent!!$300 to $499,BEDROOMS BY GROSS RENT_Estimate!!Total!!1 bedroom!!With cash rent!!$500 to $749,BEDROOMS BY GROSS RENT_Estimate!!Total!!1 bedroom!!With cash rent!!$750 to $999,"BEDROOMS BY GROSS RENT_Estimate!!Total!!1 bedroom!!With cash rent!!$1,000 to $1,499","BEDROOMS BY GROSS RENT_Estimate!!Total!!1 bedroom!!With cash rent!!$1,500 or more",BEDROOMS BY GROSS RENT_Estimate!!Total!!1 bedroom!!No cash rent,BEDROOMS BY GROSS RENT_Estimate!!Total!!2 bedrooms,BEDROOMS BY GROSS RENT_Estimate!!Total!!2 bedrooms!!With cash rent,BEDROOMS BY GROSS RENT_Estimate!!Total!!2 bedrooms!!With cash rent!!Less than $300,BEDROOMS BY GROSS RENT_Estimate!!Total!!2 bedrooms!!With cash rent!!$300 to $499,BEDROOMS BY GROSS RENT_Estimate!!Total!!2 bedrooms!!With cash rent!!$500 to $749,BEDROOMS BY GROSS RENT_Estimate!!Total!!2 bedrooms!!With cash rent!!$750 to $999,"BEDROOMS BY GROSS RENT_Estimate!!Total!!2 bedrooms!!With cash rent!!$1,000 to $1,499","BEDROOMS BY GROSS RENT_Estimate!!Total!!2 bedrooms!!With cash rent!!$1,500 or more",BEDROOMS BY GROSS RENT_Estimate!!Total!!2 bedrooms!!No cash rent,BEDROOMS BY GROSS RENT_Estimate!!Total!!3 or more bedrooms,BEDROOMS BY GROSS RENT_Estimate!!Total!!3 or more bedrooms!!With cash rent,BEDROOMS BY GROSS RENT_Estimate!!Total!!3 or more bedrooms!!With cash rent!!Less than $300,BEDROOMS BY GROSS RENT_Estimate!!Total!!3 or more bedrooms!!With cash rent!!$300 to $499,BEDROOMS BY GROSS RENT_Estimate!!Total!!3 or more bedrooms!!With cash rent!!$500 to $749,BEDROOMS BY GROSS RENT_Estimate!!Total!!3 or more bedrooms!!With cash rent!!$750 to $999,"BEDROOMS BY GROSS RENT_Estimate!!Total!!3 or more bedrooms!!With cash rent!!$1,000 to $1,499","BEDROOMS BY GROSS RENT_Estimate!!Total!!3 or more bedrooms!!With cash rent!!$1,500 or more",BEDROOMS BY GROSS RENT_Estimate!!Total!!3 or more bedrooms!!No cash rent,YEAR
66,13121001900,910.0,50.0,50.0,0.0,0.0,0.0,15.0,35.0,0.0,0.0,435.0,427.0,40.0,0.0,60.0,78.0,225.0,24.0,8.0,368.0,368.0,0.0,32.0,10.0,0.0,188.0,138.0,0.0,57.0,46.0,0.0,0.0,15.0,18.0,0.0,13.0,11.0,2017.0
67,13121000500,1020.0,37.0,37.0,0.0,0.0,0.0,10.0,13.0,14.0,0.0,636.0,622.0,0.0,0.0,0.0,40.0,199.0,383.0,14.0,313.0,313.0,0.0,0.0,28.0,19.0,13.0,253.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,7.0,27.0,0.0,2012.0
68,13121000500,1037.0,42.0,42.0,0.0,0.0,0.0,0.0,28.0,14.0,0.0,605.0,599.0,0.0,0.0,0.0,65.0,189.0,345.0,6.0,354.0,354.0,0.0,0.0,17.0,20.0,33.0,284.0,0.0,36.0,26.0,0.0,0.0,0.0,0.0,3.0,23.0,10.0,2013.0
69,13121000500,1131.0,27.0,27.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,603.0,588.0,0.0,0.0,0.0,30.0,143.0,415.0,15.0,440.0,440.0,0.0,0.0,26.0,6.0,67.0,341.0,0.0,61.0,51.0,0.0,0.0,0.0,0.0,4.0,47.0,10.0,2014.0
70,13121000500,1296.0,45.0,30.0,0.0,0.0,17.0,13.0,0.0,0.0,15.0,798.0,798.0,0.0,0.0,28.0,183.0,447.0,140.0,0.0,342.0,324.0,0.0,0.0,5.0,35.0,101.0,183.0,18.0,111.0,94.0,0.0,0.0,0.0,0.0,24.0,70.0,17.0,2015.0
71,13121000500,1300.0,74.0,29.0,0.0,0.0,15.0,14.0,0.0,0.0,45.0,760.0,760.0,0.0,0.0,17.0,136.0,481.0,126.0,0.0,333.0,320.0,0.0,0.0,30.0,33.0,130.0,127.0,13.0,133.0,109.0,0.0,0.0,0.0,12.0,49.0,48.0,24.0,2016.0
72,13121000500,1316.0,98.0,53.0,0.0,0.0,15.0,13.0,25.0,0.0,45.0,687.0,687.0,0.0,0.0,18.0,102.0,411.0,156.0,0.0,391.0,381.0,0.0,24.0,70.0,16.0,113.0,158.0,10.0,140.0,120.0,0.0,0.0,0.0,12.0,59.0,49.0,20.0,2017.0
73,13121003600,555.0,75.0,75.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,259.0,259.0,34.0,38.0,27.0,101.0,11.0,48.0,0.0,218.0,200.0,0.0,0.0,0.0,12.0,107.0,81.0,18.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2012.0
74,13121003600,510.0,53.0,53.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,276.0,276.0,29.0,40.0,30.0,119.0,16.0,42.0,0.0,163.0,147.0,0.0,0.0,0.0,17.0,85.0,45.0,16.0,18.0,18.0,0.0,0.0,0.0,4.0,0.0,14.0,0.0,2013.0
75,13121003600,564.0,63.0,63.0,0.0,0.0,7.0,35.0,16.0,5.0,0.0,310.0,310.0,27.0,53.0,25.0,101.0,47.0,57.0,0.0,176.0,164.0,0.0,0.0,0.0,16.0,108.0,40.0,12.0,15.0,15.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,2014.0
76,13121003600,597.0,54.0,54.0,0.0,9.0,8.0,32.0,5.0,0.0,0.0,330.0,330.0,56.0,40.0,92.0,90.0,52.0,0.0,0.0,197.0,197.0,0.0,0.0,18.0,135.0,38.0,6.0,0.0,16.0,16.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,2015.0
77,13121003600,561.0,55.0,55.0,0.0,9.0,8.0,33.0,5.0,0.0,0.0,331.0,331.0,71.0,49.0,59.0,74.0,78.0,0.0,0.0,163.0,163.0,0.0,0.0,19.0,111.0,21.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2016.0
78,13121003600,620.0,50.0,50.0,0.0,3.0,0.0,42.0,5.0,0.0,0.0,416.0,416.0,129.0,37.0,65.0,75.0,81.0,29.0,0.0,143.0,143.0,0.0,0.0,17.0,46.0,51.0,29.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2017.0
79,13121010002,742.0,121.0,121.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,310.0,310.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,231.0,231.0,0.0,0.0,0.0,13.0,0.0,218.0,0.0,80.0,73.0,0.0,0.0,0.0,0.0,0.0,73.0,7.0,2012.0
80,13121010002,880.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,389.0,389.0,0.0,0.0,0.0,0.0,0.0,389.0,0.0,291.0,291.0,0.0,0.0,0.0,9.0,0.0,282.0,0.0,90.0,82.0,0.0,0.0,0.0,0.0,0.0,82.0,8.0,2013.0
81,13121010002,984.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,461.0,461.0,0.0,0.0,0.0,0.0,0.0,461.0,0.0,348.0,348.0,0.0,0.0,0.0,8.0,0.0,340.0,0.0,68.0,62.0,0.0,0.0,0.0,0.0,0.0,62.0,6.0,2014.0
82,13121010002,971.0,96.0,96.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,454.0,454.0,0.0,0.0,0.0,0.0,239.0,215.0,0.0,366.0,366.0,0.0,0.0,8.0,0.0,70.0,288.0,0.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,2015.0
83,13121010002,1148.0,39.0,39.0,0.0,0.0,0.0,0.0,8.0,31.0,0.0,560.0,560.0,0.0,0.0,0.0,11.0,197.0,352.0,0.0,479.0,479.0,0.0,0.0,8.0,0.0,48.0,423.0,0.0,70.0,54.0,0.0,0.0,0.0,0.0,0.0,54.0,16.0,2016.0
84,13121010002,1282.0,85.0,85.0,0.0,0.0,0.0,0.0,21.0,64.0,0.0,634.0,619.0,0.0,0.0,0.0,11.0,196.0,412.0,15.0,489.0,489.0,0.0,0.0,0.0,0.0,56.0,433.0,0.0,74.0,59.0,0.0,0.0,0.0,0.0,0.0,59.0,15.0,2017.0
85,13121010001,797.0,68.0,68.0,0.0,0.0,25.0,0.0,0.0,43.0,0.0,500.0,500.0,116.0,8.0,27.0,0.0,137.0,212.0,0.0,159.0,159.0,0.0,0.0,0.0,0.0,45.0,114.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,9.0,61.0,0.0,2012.0
86,13121010001,693.0,78.0,78.0,0.0,0.0,32.0,0.0,0.0,46.0,0.0,367.0,367.0,61.0,35.0,11.0,0.0,143.0,117.0,0.0,125.0,125.0,0.0,0.0,0.0,0.0,16.0,109.0,0.0,123.0,123.0,0.0,0.0,0.0,0.0,10.0,113.0,0.0,2013.0
87,13121010001,660.0,81.0,81.0,0.0,0.0,33.0,0.0,0.0,48.0,0.0,269.0,269.0,0.0,29.0,0.0,14.0,148.0,78.0,0.0,204.0,204.0,0.0,0.0,0.0,0.0,17.0,187.0,0.0,106.0,106.0,0.0,0.0,0.0,0.0,12.0,94.0,0.0,2014.0
88,13121010001,574.0,93.0,93.0,0.0,39.0,0.0,0.0,0.0,54.0,0.0,226.0,226.0,0.0,15.0,14.0,59.0,138.0,0.0,0.0,197.0,197.0,0.0,0.0,0.0,16.0,128.0,53.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,48.0,10.0,0.0,2015.0
89,13121010001,584.0,109.0,109.0,0.0,42.0,0.0,14.0,0.0,53.0,0.0,298.0,298.0,0.0,32.0,14.0,36.0,168.0,48.0,0.0,110.0,110.0,0.0,0.0,0.0,17.0,51.0,42.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,61.0,6.0,0.0,2016.0
90,13121010001,649.0,31.0,31.0,0.0,0.0,0.0,13.0,18.0,0.0,0.0,388.0,388.0,0.0,32.0,15.0,0.0,206.0,135.0,0.0,160.0,160.0,0.0,0.0,0.0,17.0,48.0,95.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,61.0,9.0,0.0,2017.0
91,13121009802,809.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,294.0,294.0,0.0,0.0,0.0,0.0,77.0,217.0,0.0,439.0,424.0,0.0,0.0,0.0,0.0,0.0,424.0,15.0,58.0,46.0,0.0,0.0,0.0,18.0,0.0,28.0,12.0,2012.0
92,13121009802,785.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,264.0,264.0,0.0,0.0,0.0,0.0,55.0,209.0,0.0,447.0,433.0,0.0,0.0,0.0,0.0,0.0,433.0,14.0,56.0,43.0,0.0,0.0,0.0,16.0,0.0,27.0,13.0,2013.0
93,13121009802,817.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,337.0,337.0,0.0,0.0,0.0,0.0,45.0,292.0,0.0,411.0,398.0,0.0,0.0,0.0,0.0,0.0,398.0,13.0,53.0,41.0,0.0,0.0,0.0,0.0,15.0,26.0,12.0,2014.0
94,13121009802,776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,272.0,0.0,0.0,0.0,9.0,239.0,24.0,0.0,386.0,375.0,0.0,0.0,0.0,0.0,53.0,322.0,11.0,118.0,105.0,0.0,0.0,0.0,14.0,27.0,64.0,13.0,2015.0
95,13121009802,759.0,11.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,308.0,308.0,0.0,0.0,0.0,10.0,271.0,27.0,0.0,324.0,313.0,0.0,0.0,0.0,0.0,22.0,291.0,11.0,116.0,116.0,0.0,0.0,0.0,0.0,18.0,98.0,0.0,2016.0
96,13121009802,696.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,286.0,286.0,0.0,0.0,0.0,0.0,232.0,54.0,0.0,289.0,289.0,0.0,0.0,0.0,0.0,21.0,268.0,0.0,111.0,111.0,0.0,0.0,0.0,0.0,16.0,95.0,0.0,2017.0
97,13121006801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0
98,13121006801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0
99,13121006801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
100,13121006801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0
101,13121006801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0
102,13121006801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
103,13121009700,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,20.0,90.0,0.0,91.0,84.0,0.0,0.0,0.0,0.0,0.0,84.0,7.0,97.0,87.0,0.0,0.0,0.0,0.0,0.0,87.0,10.0,2012.0
104,13121009700,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,57.0,51.0,0.0,0.0,0.0,0.0,0.0,51.0,6.0,80.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,5.0,2013.0
105,13121009700,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,68.0,62.0,0.0,0.0,0.0,0.0,0.0,62.0,6.0,2014.0
106,13121009700,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,33.0,24.0,0.0,71.0,54.0,0.0,0.0,0.0,9.0,0.0,45.0,17.0,2015.0
107,13121009700,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,8.0,20.0,0.0,52.0,30.0,0.0,0.0,0.0,9.0,0.0,21.0,22.0,2016.0
108,13121009700,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,71.0,50.0,0.0,0.0,0.0,10.0,0.0,40.0,21.0,2017.0
109,13121007100,577.0,39.0,39.0,0.0,0.0,24.0,15.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,255.0,255.0,34.0,0.0,51.0,34.0,136.0,0.0,0.0,270.0,240.0,0.0,0.0,19.0,22.0,87.0,112.0,30.0,2012.0
110,13121007100,441.0,16.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,174.0,174.0,0.0,0.0,27.0,32.0,109.0,6.0,0.0,225.0,196.0,0.0,0.0,27.0,51.0,79.0,39.0,29.0,2013.0
111,13121007100,390.0,15.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,157.0,157.0,0.0,8.0,24.0,37.0,55.0,33.0,0.0,176.0,152.0,0.0,0.0,23.0,43.0,16.0,70.0,24.0,2014.0
112,13121007100,421.0,16.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,194.0,181.0,7.0,15.0,39.0,70.0,50.0,0.0,13.0,173.0,148.0,0.0,6.0,73.0,11.0,58.0,0.0,25.0,2015.0
113,13121007100,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,27.0,30.0,0.0,0.0,0.0,213.0,198.0,8.0,17.0,43.0,62.0,68.0,0.0,15.0,159.0,135.0,0.0,8.0,52.0,23.0,52.0,0.0,24.0,2016.0
114,13121007100,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,0.0,0.0,37.0,10.0,0.0,0.0,0.0,197.0,184.0,8.0,15.0,69.0,48.0,44.0,0.0,13.0,202.0,202.0,0.0,6.0,52.0,49.0,95.0,0.0,0.0,2017.0
115,13121006200,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,4.0,7.0,0.0,6.0,0.0,80.0,80.0,0.0,0.0,0.0,26.0,54.0,0.0,0.0,109.0,109.0,0.0,0.0,0.0,0.0,31.0,78.0,0.0,2012.0
116,13121006200,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,4.0,37.0,0.0,7.0,0.0,110.0,110.0,0.0,0.0,0.0,34.0,76.0,0.0,0.0,144.0,144.0,0.0,0.0,0.0,0.0,55.0,89.0,0.0,2013.0
117,13121006200,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,4.0,38.0,12.0,6.0,0.0,120.0,120.0,0.0,0.0,9.0,37.0,64.0,10.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,51.0,49.0,0.0,2014.0
118,13121006200,284.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,5.0,19.0,15.0,7.0,0.0,0.0,126.0,126.0,0.0,6.0,65.0,46.0,9.0,0.0,0.0,97.0,97.0,0.0,12.0,9.0,22.0,54.0,0.0,0.0,2015.0
119,13121006200,267.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,20.0,17.0,0.0,0.0,0.0,130.0,130.0,0.0,9.0,75.0,35.0,11.0,0.0,0.0,83.0,83.0,0.0,13.0,6.0,18.0,46.0,0.0,0.0,2016.0
120,13121006200,309.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,16.0,22.0,17.0,0.0,0.0,0.0,108.0,108.0,0.0,10.0,47.0,39.0,12.0,0.0,0.0,138.0,138.0,0.0,13.0,13.0,34.0,61.0,17.0,0.0,2017.0
121,13121001100,1250.0,114.0,114.0,12.0,0.0,11.0,77.0,14.0,0.0,0.0,717.0,717.0,22.0,90.0,27.0,102.0,250.0,226.0,0.0,344.0,317.0,17.0,30.0,0.0,0.0,0.0,270.0,27.0,75.0,75.0,0.0,0.0,0.0,0.0,45.0,30.0,0.0,2012.0
122,13121001100,1270.0,102.0,102.0,19.0,0.0,27.0,12.0,25.0,19.0,0.0,840.0,840.0,19.0,87.0,27.0,198.0,261.0,248.0,0.0,267.0,245.0,0.0,28.0,0.0,0.0,0.0,217.0,22.0,61.0,61.0,0.0,0.0,0.0,0.0,48.0,13.0,0.0,2013.0
123,13121001100,1346.0,114.0,114.0,13.0,0.0,17.0,26.0,16.0,42.0,0.0,898.0,898.0,0.0,88.0,47.0,208.0,187.0,368.0,0.0,274.0,252.0,0.0,0.0,13.0,0.0,0.0,239.0,22.0,60.0,60.0,0.0,0.0,0.0,0.0,48.0,12.0,0.0,2014.0
124,13121001100,1658.0,206.0,206.0,15.0,17.0,26.0,0.0,148.0,0.0,0.0,901.0,901.0,54.0,33.0,155.0,231.0,256.0,172.0,0.0,401.0,377.0,0.0,13.0,0.0,11.0,129.0,224.0,24.0,150.0,150.0,0.0,0.0,0.0,46.0,0.0,104.0,0.0,2015.0
125,13121001100,1621.0,242.0,242.0,16.0,16.0,12.0,0.0,185.0,13.0,0.0,842.0,842.0,42.0,21.0,130.0,142.0,235.0,272.0,0.0,492.0,469.0,0.0,0.0,0.0,13.0,165.0,291.0,23.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,2016.0
126,13121001100,1478.0,259.0,259.0,15.0,16.0,13.0,14.0,189.0,12.0,0.0,727.0,727.0,44.0,8.0,94.0,71.0,177.0,333.0,0.0,463.0,463.0,0.0,0.0,0.0,16.0,165.0,282.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2017.0
127,13121002500,634.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,171.0,171.0,0.0,21.0,0.0,73.0,70.0,7.0,0.0,322.0,322.0,21.0,0.0,19.0,44.0,213.0,25.0,0.0,120.0,111.0,0.0,0.0,0.0,0.0,86.0,25.0,9.0,2012.0
128,13121002500,675.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,170.0,170.0,6.0,21.0,0.0,68.0,70.0,5.0,0.0,376.0,376.0,15.0,5.0,41.0,65.0,221.0,29.0,0.0,108.0,94.0,0.0,0.0,0.0,0.0,64.0,30.0,14.0,2013.0
129,13121002500,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,6.0,22.0,8.0,86.0,20.0,5.0,0.0,375.0,375.0,14.0,5.0,44.0,45.0,222.0,45.0,0.0,95.0,90.0,0.0,0.0,0.0,0.0,70.0,20.0,5.0,2014.0
130,13121002500,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,11.0,13.0,57.0,13.0,5.0,0.0,0.0,435.0,435.0,20.0,71.0,25.0,264.0,48.0,7.0,0.0,158.0,153.0,0.0,6.0,8.0,86.0,53.0,0.0,5.0,2015.0
131,13121002500,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,156.0,23.0,6.0,93.0,24.0,10.0,0.0,0.0,472.0,472.0,22.0,73.0,38.0,270.0,69.0,0.0,0.0,142.0,136.0,0.0,7.0,26.0,47.0,56.0,0.0,6.0,2016.0
132,13121002500,741.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,168.0,163.0,24.0,6.0,86.0,35.0,12.0,0.0,5.0,437.0,437.0,10.0,78.0,28.0,248.0,73.0,0.0,0.0,132.0,119.0,0.0,7.0,28.0,38.0,46.0,0.0,13.0,2017.0
133,13121004200,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,357.0,94.0,115.0,71.0,30.0,39.0,8.0,12.0,536.0,528.0,0.0,42.0,85.0,46.0,241.0,114.0,8.0,124.0,124.0,21.0,0.0,21.0,9.0,17.0,56.0,0.0,2012.0
134,13121004200,1120.0,17.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,417.0,403.0,129.0,116.0,85.0,9.0,45.0,19.0,14.0,599.0,591.0,0.0,51.0,101.0,70.0,280.0,89.0,8.0,87.0,87.0,22.0,0.0,19.0,10.0,17.0,19.0,0.0,2013.0
135,13121004200,1137.0,29.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,18.0,413.0,394.0,103.0,136.0,97.0,0.0,50.0,8.0,19.0,536.0,528.0,20.0,38.0,94.0,62.0,269.0,45.0,8.0,159.0,159.0,35.0,0.0,33.0,0.0,17.0,74.0,0.0,2014.0
136,13121004200,1089.0,33.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,19.0,439.0,431.0,253.0,85.0,5.0,64.0,17.0,7.0,8.0,513.0,503.0,39.0,100.0,83.0,174.0,103.0,4.0,10.0,104.0,104.0,0.0,25.0,0.0,10.0,58.0,11.0,0.0,2015.0
137,13121004200,1233.0,36.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,21.0,534.0,525.0,333.0,83.0,7.0,66.0,28.0,8.0,9.0,536.0,526.0,49.0,94.0,115.0,88.0,180.0,0.0,10.0,127.0,127.0,0.0,41.0,0.0,12.0,60.0,14.0,0.0,2016.0
138,13121004200,1158.0,40.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,22.0,549.0,540.0,381.0,85.0,8.0,32.0,27.0,7.0,9.0,457.0,457.0,90.0,76.0,74.0,37.0,180.0,0.0,0.0,112.0,112.0,15.0,39.0,0.0,0.0,47.0,11.0,0.0,2017.0
139,13121009101,1818.0,75.0,61.0,0.0,0.0,0.0,0.0,43.0,18.0,14.0,812.0,812.0,26.0,185.0,32.0,12.0,304.0,253.0,0.0,854.0,854.0,0.0,0.0,0.0,0.0,141.0,713.0,0.0,77.0,77.0,0.0,0.0,0.0,23.0,0.0,54.0,0.0,2012.0
140,13121009101,1701.0,76.0,62.0,0.0,0.0,0.0,18.0,32.0,12.0,14.0,745.0,745.0,19.0,129.0,46.0,47.0,206.0,298.0,0.0,763.0,763.0,0.0,0.0,0.0,0.0,153.0,610.0,0.0,117.0,100.0,0.0,0.0,0.0,25.0,0.0,75.0,17.0,2013.0
141,13121009101,1671.0,132.0,117.0,0.0,0.0,0.0,17.0,76.0,24.0,15.0,740.0,724.0,32.0,132.0,51.0,60.0,127.0,322.0,16.0,737.0,737.0,0.0,0.0,0.0,0.0,151.0,586.0,0.0,62.0,45.0,0.0,0.0,0.0,11.0,0.0,34.0,17.0,2014.0
