"Summary level","Program label","Program","Sub-program","Name","Code","Subsidized units available","% Occupied","# Reported","% Reported","Average months since report","% moved in past year","Number of people per unit","Number of people: total","Average Family Expenditure per month ($$)","Average HUD Expenditure per month ($$)","Household income per year","Household income per year per person","% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more","% Households where wages are major source of income","% Households where welfare is major source of income","% Households with other major sources of income","% of local median (Household income)","% very low income","% extremely low income","% 2+ adults with children","% 1 adult with children","% female head","% female head with children","% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households","% 24 years or less (Head or spouse)","% 25 to 49 years (Head or spouse)","% 51 to 60 (Head or spouse)","% 62 or more (Head or spouse)","% 85 or more (Head or spouse)","% Minority","%Black Non-Hispanic"," %Black Hispanic","%Native American Non-Hispanic","%Asian or Pacific Islander Non-Hispanic","% Hispanic","Average months on waiting list","Average months since moved in","% with utility allowance","Average utility allowance $$","% 0 - 1 bedrooms:","% 2 bedrooms","% 3+ bedrooms","% Overhoused","% in poverty (Census tract)","% minority (Census tract)","% single family owners (Census tract)","Congressional District","CBSA","PLACE","Latitude","Longitude","State","PHA Total Units","HA category"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030322",="13067030322",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030324",="13067030324",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030326",="13067030326",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030327",="13067030327",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030328",="13067030328",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030329",="13067030329",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030330",="13067030330",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030331",="13067030331",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030332",="13067030332",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030333",="13067030333",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030334",="13067030334",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030335",="13067030335",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030336",="13067030336",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030337",="13067030337",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030339",="13067030339",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030340",="13067030340",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030341",="13067030341",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030342",="13067030342",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030343",="13067030343",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030344",="13067030344",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030345",="13067030345",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030405",="13067030405",4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="49756",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030407",="13067030407",2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030408",="13067030408",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030409",="13067030409",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030410",="13067030410",6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="49756",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030411",="13067030411",8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="49756",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030412",="13067030412",13,98,15,100,6,-1,2.1,32,374,854,13229,6201,7,36,14,29,14,40,-1,53,22,100,73,-1,33,93,33,58,100,34,-1,47,33,20,-1,87,80,-1,-1,-1,7,-1,123,87,105,7,60,33,40,31,76,3,="NA",="12060",="49756",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030413",="13067030413",6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030414",="13067030414",10,98,11,100,3,-1,3.3,36,460,854,17112,5229,10,20,20,10,40,45,-1,45,25,91,64,-1,73,91,73,27,-1,14,-1,82,18,-1,-1,100,100,-1,-1,-1,0,-1,81,100,136,27,36,36,-1,22,89,0,="NA",="12060",="49756",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030502",="13067030502",4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030504",="13067030504",8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="49756",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030505",="13067030505",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="49756",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030506",="13067030506",5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="49756",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030507",="13067030507",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030601",="13067030601",22,98,24,100,5,50,3.1,75,254,854,10679,3417,20,10,35,5,30,42,-1,42,17,100,88,-1,75,92,75,14,50,5,4,75,13,8,-1,96,96,-1,-1,-1,0,1,66,100,161,-1,58,42,13,9,55,17,="NA",="12060",="49756",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030602",="13067030602",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="49756",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030700",="13067030700",170,98,187,100,6,18,1.4,254,300,839,12451,9166,4,34,32,19,11,10,-1,83,23,96,78,1,12,72,12,27,30,24,1,19,7,73,5,73,60,2,-1,6,6,18,65,98,113,76,20,4,9,21,69,61,="NA",="12060",="49756",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030800",="13067030800",92,97,92,100,6,7,1.1,99,282,532,12383,11507,-1,47,29,15,9,-1,-1,99,24,99,77,-1,1,62,1,93,28,36,-1,7,9,85,11,73,70,1,-1,1,2,-1,86,4,179,95,4,1,2,27,60,32,="NA",="12060",="49756",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030901",="13067030901",26,97,29,100,6,7,2.3,68,432,748,17387,7415,-1,28,17,21,34,48,-1,52,28,93,55,-1,52,86,41,43,50,22,7,48,24,21,-1,93,79,7,-1,3,10,1,106,86,186,14,52,34,24,13,38,60,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030902",="13067030902",188,98,186,100,5,8,1.1,204,316,789,14079,12836,1,25,36,22,15,2,-1,97,27,98,70,-1,2,77,2,62,6,11,-1,3,4,93,15,50,37,1,-1,3,10,32,67,8,138,95,4,1,2,16,63,41,="NA",="12060",="28520",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030904",="13067030904",128,98,142,100,5,-1,2.5,350,362,854,13079,5306,10,29,23,14,25,37,1,49,21,96,78,1,52,91,53,21,67,15,-1,61,20,19,-1,96,94,1,-1,1,1,-1,128,98,148,7,56,37,34,31,79,29,="NA",="12060",="49756",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 030905",="13067030905",10,98,11,100,4,-1,3,33,438,854,14667,4889,30,10,30,-1,30,55,-1,36,22,91,73,9,64,91,64,10,-1,3,-1,45,45,9,-1,100,91,-1,-1,-1,9,-1,144,100,213,-1,-1,100,45,16,68,80,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 031001",="13067031001",41,98,46,100,5,2,2.3,105,352,854,13118,5747,9,35,23,12,21,37,-1,57,21,98,72,2,48,91,48,28,71,19,-1,63,22,15,-1,93,87,2,-1,-1,7,35,145,93,123,4,74,22,39,39,74,50,="NA",="12060",="28520",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 031002",="13067031002",249,98,275,100,5,4,1.8,508,365,831,14552,7877,5,30,24,18,24,28,-1,64,25,94,70,2,31,89,33,34,68,29,0,38,20,41,3,87,84,0,-1,0,3,26,118,97,132,39,41,20,21,32,80,46,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 031004",="13067031004",203,98,225,100,5,4,2.5,566,321,818,12705,5050,16,23,23,14,24,32,0,55,20,96,75,2,56,92,57,27,50,15,0,70,14,15,-1,95,90,2,-1,1,4,6,110,99,140,14,44,42,27,24,76,54,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 031005",="13067031005",18,98,20,100,5,-1,3.1,62,505,854,16874,5443,6,28,17,11,39,45,-1,45,25,85,60,-1,70,100,70,12,100,16,-1,70,15,15,-1,85,80,5,-1,-1,5,-1,154,100,211,-1,10,90,40,20,70,97,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 031101",="13067031101",32,98,36,100,5,-1,1.5,55,267,843,10127,6629,6,50,28,6,9,17,-1,72,18,100,92,-1,19,72,19,48,64,36,3,28,39,31,-1,69,67,-1,-1,3,0,-1,144,100,122,44,39,17,25,26,69,59,="NA",="12060",="71492",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 031106",="13067031106",8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 031108",="13067031108",21,98,23,100,5,4,2.5,57,411,854,15063,6078,24,14,19,14,29,48,-1,43,24,83,70,-1,52,91,52,17,60,16,-1,61,17,22,-1,96,96,-1,-1,-1,0,12,137,91,177,4,57,39,35,10,64,28,="NA",="12060",="71492",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 031110",="13067031110",2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="71492",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 031111",="13067031111",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 031112",="13067031112",6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="71492",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 031113",="13067031113",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 031114",="13067031114",74,98,82,100,5,2,2.1,169,385,854,14600,7084,9,33,19,11,29,44,-1,52,24,93,66,1,40,85,39,27,89,22,-1,50,28,22,1,91,89,-1,-1,-1,2,33,119,99,138,17,52,30,30,20,72,16,="NA",="12060",="71492",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 031115",="13067031115",12,97,13,100,7,-1,2.4,31,435,624,15906,6670,8,25,33,-1,33,38,-1,54,26,85,69,-1,46,100,46,38,-1,16,-1,85,15,-1,-1,69,69,-1,-1,-1,0,-1,139,62,200,31,15,54,23,18,61,74,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 031116",="13067031116",31,98,35,100,5,-1,2,70,260,854,9248,4624,7,55,24,3,10,11,-1,71,15,100,91,-1,34,86,31,43,71,31,-1,43,37,20,-1,83,71,3,-1,-1,11,-1,147,100,133,17,57,26,43,23,78,46,="NA",="12060",="71492",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 031117",="13067031117",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 031118",="13067031118",144,99,144,100,6,13,1,150,316,797,14645,14059,-1,26,31,28,15,2,-1,98,28,98,60,-1,-1,83,-1,75,4,5,-1,2,1,97,8,42,33,1,1,2,6,-1,70,1,203,97,2,1,1,10,38,66,="NA",="12060",="71492",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 031205",="13067031205",73,98,81,100,5,1,2.3,187,451,854,16466,7133,11,19,15,23,32,54,-1,37,27,83,59,-1,52,94,51,21,50,14,5,70,19,6,-1,100,100,-1,-1,-1,0,-1,125,98,149,26,36,38,11,6,49,20,="NA",="12060",="79612",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Cobb County 031206",="13067031206",11,98,12,100,4,8,2.3,27,454,836,14906,6625,18,18,27,9,27,42,-1,50,25,92,67,8,25,92,33,20,50,15,8,58,17,17,-1,100,100,-1,-1,-1,0,37,181,92,178,8,58,33,42,8,52,33,="NA",="12060",="71492",="NA",="NA",="GA",="NA",="NA"
